Product ID,Product Name,Category Slug,Product Type,Description,Price (USD),SKU,Weight (kg),Stock Quantity,Brand,Is Published,Is Featured,SEO Title,SEO Description
P075,Lian Li O11 Dynamic EVO PC Case,pc-cases,Physical,"Versatile mid-tower with modular design, dual-chamber layout, tempered glass panels, 420mm radiator support, and multiple layout options.",169.99,LL-O11-EVO,9.80,40,Lian Li,TRUE,TRUE,Lian Li O11 Dynamic EVO,Shop Lian Li O11 EVO. Modular dual-chamber premium case.
P076,Fractal Design North Charcoal Black,pc-cases,Physical,"Elegant mid-tower with walnut front panel accents, mesh front for airflow, minimalist design, and exceptional build quality.",149.99,FD-NORTH-BLK,7.80,35,Fractal Design,TRUE,FALSE,Fractal Design North,Buy Fractal Design North. Walnut accents mesh airflow elegant.
P077,LG UltraGear 27GP850-B 27-inch Gaming Monitor,gaming-monitors,Physical,"27-inch Nano IPS gaming monitor with 180Hz refresh rate, 1ms GTG, G-Sync/FreeSync Premium, HDR400, and 98% DCI-P3 color.",399.99,LG-27GP850B,6.40,50,LG,TRUE,TRUE,LG UltraGear 27GP850-B Gaming Monitor,Shop LG 27GP850-B. 180Hz 1ms Nano IPS G-Sync gaming.
P078,Samsung Odyssey G9 49-inch Curved Gaming,ultrawide-monitors,Physical,"Massive 49-inch super ultrawide with 240Hz, 1000R curve, 1ms GTG, VESA DisplayHDR 1000, and Quantum Dot panel.",1299.99,SAM-G9-49,14.50,15,Samsung,TRUE,TRUE,Samsung Odyssey G9 49-inch,Buy Odyssey G9. 49-inch 240Hz 1000R super ultrawide.
P079,ASUS ProArt PA32UCG-K 32-inch Professional,touchscreen-monitors,Physical,"32-inch 4K HDR professional monitor with Dolby Vision, 1600 nits brightness, 120Hz, built-in calibrator, and Thunderbolt 3.",3499.00,ASU-PA32UCG-K,9.20,8,ASUS,TRUE,FALSE,ASUS ProArt PA32UCG-K 32-inch,Shop ASUS ProArt. 4K HDR Dolby Vision professional grade.
P080,Dell UltraSharp U2723QE 27-inch 4K,office-monitors,Physical,"27-inch 4K IPS Black technology monitor with USB-C 90W PD, KVM switch, Dell ComfortView Plus, and factory calibration.",749.99,DEL-U2723QE,6.60,40,Dell,TRUE,FALSE,Dell UltraSharp U2723QE 4K,Buy Dell U2723QE. 4K IPS Black USB-C 90W professional.
P081,ASUS ZenScreen MB16AHP 15.6-inch Portable,portable-monitors,Physical,"15.6-inch portable IPS monitor with built-in battery, USB-C/HDMI, kickstand, and pen hole for stylus. Perfect for mobile productivity.",279.99,ASU-MB16AHP,0.86,60,ASUS,TRUE,FALSE,ASUS ZenScreen MB16AHP Portable,Shop ASUS ZenScreen. Portable battery-powered USB-C monitor.
P082,Ergotron LX Desk Monitor Arm,monitor-arms,Physical,"Premium single monitor arm with 25lb capacity, 13-inch height adjustment, 360° rotation, quick-release VESA mount, and cable management.",179.99,ERG-LX-DESK,3.60,70,Ergotron,TRUE,FALSE,Ergotron LX Desk Monitor Arm,Buy Ergotron LX. Premium monitor arm 25lb capacity adjustable.
P083,Apple iPad Pro 12.9-inch M2 256GB,ipads,Physical,"Most advanced iPad with 12.9-inch Liquid Retina XDR display, M2 chip, ProMotion, Face ID, Thunderbolt, and Apple Pencil hover support.",1099.00,APL-IPADPRO-129-M2,0.682,45,Apple,TRUE,TRUE,iPad Pro 12.9-inch M2,Shop iPad Pro 12.9 M2. Liquid Retina XDR Thunderbolt professional.
P084,Samsung Galaxy Tab S9 Ultra 256GB,android-tablets,Physical,"Premium Android tablet with 14.6-inch Dynamic AMOLED 2X, Snapdragon 8 Gen 2, S Pen included, IP68 rating, and 11200mAh battery.",1199.99,SAM-TABS9U-256,0.732,30,Samsung,TRUE,FALSE,Samsung Galaxy Tab S9 Ultra,Buy Galaxy Tab S9 Ultra. 14.6-inch AMOLED S Pen IP68.
P085,Amazon Kindle Paperwhite Signature Edition,e-ink-readers,Physical,"Premium e-reader with 6.8-inch 300ppi display, adjustable warm light, wireless charging, auto-adjusting front light, and 32GB storage.",189.99,AMZ-KWPSE,0.207,100,Amazon,TRUE,TRUE,Kindle Paperwhite Signature Edition,Shop Kindle Paperwhite SE. 6.8-inch wireless charging 32GB.
P086,reMarkable 2 Tablet,note-taking-e-readers,Physical,"Paper-like e-ink tablet for reading and writing with Canvas display, included Marker stylus, 4096 pressure levels, and cloud sync.",449.00,RMK-2-TABLET,0.403,25,reMarkable,TRUE,FALSE,reMarkable 2 Tablet,Buy reMarkable 2. Paper-like writing e-ink note-taking.
P087,Apple Magic Keyboard for iPad Pro 12.9,tablet-keyboards,Physical,"Floating cantilevered design with backlit keys, trackpad, USB-C pass-through charging, and 130° viewing angle adjustment.",349.00,APL-MAGICKEY-129,0.710,50,Apple,TRUE,FALSE,Apple Magic Keyboard iPad Pro 12.9,Shop Magic Keyboard. Floating design trackpad backlit iPad Pro.
P088,Apple Pencil 2nd Generation,stylus-pens,Physical,"Precision stylus with wireless charging, magnetic attachment, double-tap gesture, pixel-perfect precision, and tilt sensitivity.",129.00,APL-PENCIL2,0.020,120,Apple,TRUE,FALSE,Apple Pencil 2nd Generation,Buy Apple Pencil 2. Wireless charging magnetic attach precision.
P089,Sony WH-1000XM5 Wireless Headphones,noise-canceling-headphones,Physical,"Industry-leading noise canceling headphones with 8 microphones, 30-hour battery, multipoint connection, and featherlight comfort design.",349.99,SNY-WH1000XM5,0.250,75,Sony,TRUE,TRUE,Sony WH-1000XM5 Headphones,Shop Sony WH-1000XM5. Best noise canceling 30-hour battery lightweight.
P090,Bose QuietComfort Ultra Headphones,noise-canceling-headphones,Physical,"Premium headphones with world-class noise cancellation, Immersive Audio, spatial sound, 24-hour battery, and Aware Mode.",429.00,BOSE-QCUH,0.252,50,Bose,TRUE,FALSE,Bose QuietComfort Ultra Headphones,Buy Bose QC Ultra. Immersive Audio spatial sound premium ANC.
P091,Sennheiser HD 660S2 Open-Back Headphones,over-ear-headphones,Physical,"Audiophile open-back headphones with hand-selected drivers, 300 ohm impedance, velour ear pads, and detachable cable system.",499.95,SEN-HD660S2,0.260,20,Sennheiser,TRUE,FALSE,Sennheiser HD 660S2 Audiophile,Shop HD 660S2. Open-back audiophile reference headphones.
P092,JBL Flip 6 Portable Bluetooth Speaker,bluetooth-speakers,Physical,"Portable Bluetooth speaker with IP67 waterproof, 12-hour playtime, PartyBoost for pairing, and JBL Original Pro Sound.",129.95,JBL-FLIP6,0.550,100,JBL,TRUE,FALSE,JBL Flip 6 Portable Speaker,Buy JBL Flip 6. IP67 waterproof 12-hour battery PartyBoost.
P093,Sonos Era 300 Spatial Audio Speaker,smart-speakers,Physical,"Premium smart speaker with Dolby Atmos spatial audio, 6 drivers, voice assistant support, WiFi/Bluetooth, and room-filling sound.",449.00,SON-ERA300,4.47,30,Sonos,TRUE,TRUE,Sonos Era 300 Spatial Audio,Shop Sonos Era 300. Dolby Atmos spatial audio premium.
P094,Yamaha HS8 Studio Monitor (Single),studio-monitors,Physical,"Professional 8-inch studio monitor with bi-amplified design (120W), white cone woofer, room control EQ, and exceptional clarity.",399.99,YAM-HS8,10.20,25,Yamaha,TRUE,FALSE,Yamaha HS8 Studio Monitor,Buy Yamaha HS8. 8-inch professional studio monitor flat response.
P095,Shure SM7B Dynamic Microphone,dynamic-microphones,Physical,"Legendary broadcast microphone with flat wide-range frequency response, improved shielding, air suspension shock isolation, and pop filter.",399.00,SHR-SM7B,0.766,40,Shure,TRUE,TRUE,Shure SM7B Dynamic Microphone,Shop Shure SM7B. Legendary broadcast podcasting studio mic.
P096,Rode NT1 5th Generation Condenser Microphone,condenser-microphones,Physical,"Ultra-low noise studio condenser with 32-bit float output via USB/XLR, Revolution capsule, and included studio accessories.",269.00,ROD-NT1-5G,0.440,50,Rode,TRUE,FALSE,Rode NT1 5th Generation,Buy Rode NT1. 32-bit float USB/XLR ultra-low noise studio.
P097,Focusrite Scarlett 2i2 4th Gen Audio Interface,audio-interfaces,Physical,"Professional 2-in 2-out USB-C audio interface with Air mode, auto-gain, 24-bit/192kHz conversion, and Hitmaker Expansion software.",179.99,FOC-2I2-4G,0.360,80,Focusrite,TRUE,TRUE,Focusrite Scarlett 2i2 4th Gen,Shop Scarlett 2i2. USB-C Air mode auto-gain professional recording.
P098,Rodecaster Pro II Production Console,mixers,Physical,"All-in-one production console for podcasting and streaming with 4 mic inputs, 9 programmable pads, multitrack recording, and effects.",699.00,ROD-RCPRO2,1.60,15,Rode,TRUE,FALSE,Rodecaster Pro II Console,Buy Rodecaster Pro II. All-in-one podcasting streaming production.
P099,Samsung 65-inch QN65QN900C Neo QLED 8K TV,8k-tvs,Physical,"Flagship 8K Neo QLED with Neural Quantum Processor 8K, Infinity Screen design, Object Tracking Sound Pro, and One Connect Box.",3499.99,SAM-QN65QN900C,28.50,8,Samsung,TRUE,TRUE,Samsung QN900C 65-inch 8K Neo QLED,Shop QN900C 8K. Neo QLED Neural Quantum Processor flagship.
P100,LG 65-inch OLED65C3 OLED evo TV,oled-tvs,Physical,"Premium OLED evo with self-lit pixels, a9 AI Processor Gen6, Dolby Vision/Atmos, 120Hz, G-SYNC/FreeSync, and webOS 23.",1799.99,LG-OLED65C3,18.80,20,LG,TRUE,TRUE,LG C3 65-inch OLED evo TV,Buy LG OLED C3. OLED evo self-lit pixels perfect blacks 120Hz.
P101,Sony 55-inch A95K QD-OLED TV,oled-tvs,Physical,"Revolutionary QD-OLED with Cognitive Processor XR, brilliant colors, XR Triluminos Max, Perfect for PlayStation 5, and Bravia Core.",2499.99,SNY-XR55A95K,22.30,12,Sony,TRUE,FALSE,Sony A95K 55-inch QD-OLED,Shop Sony A95K. QD-OLED Cognitive Processor XR PlayStation 5.
P102,Epson EpiqVision Ultra LS800 Projector,projectors,Physical,"Ultra short throw laser projector with 4000 lumens, 4K PRO-UHD, 150-inch image from 2 feet, and built-in Android TV.",3499.99,EPS-LS800,9.50,10,Epson,TRUE,FALSE,Epson LS800 Ultra Short Throw Projector,Buy Epson LS800. Ultra short throw 4K laser 150-inch.
P103,Apple TV 4K 128GB 2022,streaming-boxes,Physical,"Powerful streaming device with A15 Bionic chip, Dolby Vision/Atmos, HDR10+, Thread support, and Siri Remote with USB-C charging.",149.00,APL-ATV4K-128,0.214,90,Apple,TRUE,FALSE,Apple TV 4K 128GB,Shop Apple TV 4K. A15 Bionic Dolby Vision Atmos HDR10+.
P104,Sonos Arc Soundbar,soundbars,Physical,"Premium Dolby Atmos soundbar with 11 high-performance drivers, Speech Enhancement, Night Sound, Trueplay tuning, and expandable system.",899.00,SON-ARC,6.25,25,Sonos,TRUE,TRUE,Sonos Arc Dolby Atmos Soundbar,Buy Sonos Arc. Dolby Atmos 11 drivers Trueplay premium.
P105,Sony HT-A7000 7.1.2ch Soundbar,soundbars,Physical,"Flagship soundbar with 7.1.2ch Dolby Atmos/DTS:X, 500W output, dual subwoofers, 360 Spatial Sound Mapping, and 8K HDR passthrough.",1299.99,SNY-HTA7000,8.70,15,Sony,TRUE,FALSE,Sony HT-A7000 7.1.2ch Soundbar,Shop Sony HT-A7000. 7.1.2ch Dolby Atmos flagship soundbar.
P106,PlayStation 5 Console,home-gaming-consoles,Physical,"Next-generation gaming console with custom AMD Zen 2 CPU, RDNA 2 GPU, ultra-high speed SSD, 3D Audio, DualSense controller, and 4K gaming.",499.99,SNY-PS5,4.50,50,Sony,TRUE,TRUE,PlayStation 5 Console,Buy PlayStation 5. Next-gen gaming 4K SSD DualSense controller.
P107,Xbox Series X Console,home-gaming-consoles,Physical,"Microsoft's most powerful console with 12 teraflops, custom AMD Zen 2, RDNA 2 GPU, 1TB NVMe SSD, and 4K 120fps gaming.",499.99,MS-XBSX,4.45,45,Microsoft,TRUE,TRUE,Xbox Series X Console,Shop Xbox Series X. 12 teraflops 4K 120fps 1TB SSD.
P108,Nintendo Switch OLED Model,home-gaming-consoles,Physical,"Enhanced Switch with vibrant 7-inch OLED screen, wide adjustable stand, wired LAN port, enhanced audio, and 64GB internal storage.",349.99,NIN-SWOLED,0.420,80,Nintendo,TRUE,FALSE,Nintendo Switch OLED Model,Buy Switch OLED. 7-inch OLED screen enhanced portable console.
P109,Valve Steam Deck OLED 1TB,handheld-gaming-consoles,Physical,"Premium PC gaming handheld with 7.4-inch HDR OLED display, custom AMD APU, 1TB NVMe SSD, and full Steam library access.",649.00,VLV-DECK-OLED-1TB,0.640,30,Valve,TRUE,TRUE,Steam Deck OLED 1TB,Shop Steam Deck OLED. HDR OLED 1TB PC gaming handheld.
P110,Razer BlackWidow V4 Pro Mechanical Keyboard,gaming-keyboards,Physical,"Premium gaming keyboard with Razer Green Mechanical Switches, 8000Hz polling rate, magnetic wrist rest, and per-key Chroma RGB.",229.99,RZR-BWV4PRO,1.32,60,Razer,TRUE,FALSE,Razer BlackWidow V4 Pro Keyboard,Buy BlackWidow V4 Pro. Green switches 8000Hz Chroma RGB.
P111,Logitech G Pro X Superlight 2 Gaming Mouse,gaming-mice,Physical,"Ultra-lightweight wireless gaming mouse at 60g with Hero 2 sensor, 32000 DPI, 95-hour battery, and Lightspeed wireless technology.",159.99,LOG-GPXSL2,0.060,75,Logitech,TRUE,TRUE,Logitech G Pro X Superlight 2 Mouse,Shop G Pro X Superlight 2. 60g wireless 32000 DPI Hero 2.
P112,SteelSeries Arctis Nova Pro Wireless Headset,gaming-headsets,Physical,"Premium gaming headset with multi-system connection, Active Noise Cancellation, infinity swappable batteries, and Hi-Res audio certified.",349.99,SS-ANOVAPRO,0.338,40,SteelSeries,TRUE,FALSE,SteelSeries Arctis Nova Pro Wireless,Buy Arctis Nova Pro. ANC Hi-Res multi-system premium gaming.
P113,Meta Quest 3 128GB VR Headset,vr-headsets,Physical,"Mixed reality VR headset with full-color passthrough, Snapdragon XR2 Gen 2, pancake lenses, 4K+ resolution, and Touch Plus controllers.",499.99,META-Q3-128,0.515,45,Meta,TRUE,TRUE,Meta Quest 3 128GB VR Headset,Shop Meta Quest 3. Mixed reality 4K+ passthrough standalone VR.
P114,Fanatec Gran Turismo DD Pro Wheel Bundle,racing-simulators,Physical,"Official Gran Turismo direct drive wheel with 8Nm torque, included CSL pedals, McLaren GT3 wheel rim, and full PS5/PC compatibility.",849.95,FAN-GTDDPRO,8.50,12,Fanatec,TRUE,FALSE,Fanatec Gran Turismo DD Pro Bundle,Buy GT DD Pro. Direct drive 8Nm McLaren wheel PS5 PC.
P115,Sony Alpha a7 IV Mirrorless Camera,mirrorless-cameras,Physical,"Full-frame mirrorless with 33MP Exmor R sensor, 759-point AF, 4K60 video, 5-axis IBIS, 10fps burst, and advanced AI subject recognition.",2499.00,SNY-A7IV,0.658,20,Sony,TRUE,TRUE,Sony Alpha a7 IV Mirrorless,Shop Sony a7 IV. 33MP full-frame 4K60 759-point AF professional.
P116,Canon EOS R6 Mark II Mirrorless Camera,mirrorless-cameras,Physical,"Professional mirrorless with 24.2MP full-frame sensor, 40fps burst, 6K 60p RAW video, 8-stop IBIS, and deep learning subject detection.",2499.00,CAN-EOSR6M2,0.670,18,Canon,TRUE,FALSE,Canon EOS R6 Mark II Mirrorless,Buy Canon R6 II. 40fps 6K RAW 8-stop IBIS professional mirrorless.
P117,Nikon Z8 Full-Frame Mirrorless Camera,mirrorless-cameras,Physical,"Flagship mirrorless with 45.7MP stacked sensor, 120fps burst, 8K60 internal video, in-body focus stacking, and pre-release capture.",3999.95,NIK-Z8,0.910,10,Nikon,TRUE,FALSE,Nikon Z8 Mirrorless Camera,Shop Nikon Z8. 45.7MP stacked sensor 8K60 120fps flagship.
P118,GoPro Hero 12 Black,action-cameras,Physical,"Premium action camera with 5.3K60 video, 27MP photos, HyperSmooth 6.0 stabilization, waterproof to 33ft, and HDR video support.",399.99,GPR-HERO12-BLK,0.154,70,GoPro,TRUE,TRUE,GoPro Hero 12 Black,Buy GoPro Hero 12. 5.3K60 HyperSmooth 6 waterproof action cam.
P119,Sony FE 24-70mm f/2.8 GM II Lens,camera-lenses,Physical,"Professional standard zoom with fast f/2.8 aperture, 11 XA elements, near-silent linear motors, and exceptional sharpness throughout range.",2299.99,SNY-FE2470GM2,0.695,15,Sony,TRUE,FALSE,Sony FE 24-70mm f/2.8 GM II,Shop Sony 24-70 GM II. Professional zoom f/2.8 XA elements sharp.
P120,DJI RS 3 Pro Gimbal Stabilizer,gimbals-stabilizers,Physical,"Professional 3-axis gimbal with 4.5kg payload, LiDAR focusing, automated axis locks, carbon fiber construction, and O3 Pro transmission.",699.00,DJI-RS3PRO,1.50,25,DJI,TRUE,FALSE,DJI RS 3 Pro Gimbal,Buy DJI RS 3 Pro. 4.5kg payload LiDAR carbon fiber professional.
P121,DJI Mavic 3 Pro Drone,camera-drones,Physical,"Professional camera drone with triple-camera system including 4/3 CMOS Hasselblad, 43-min flight time, omnidirectional sensing, and 15km transmission.",2199.00,DJI-MAV3PRO,0.958,15,DJI,TRUE,TRUE,DJI Mavic 3 Pro Drone,Shop Mavic 3 Pro. Triple camera Hasselblad 43-min professional drone.
P122,DJI Mini 4 Pro Drone,camera-drones,Physical,"Sub-249g foldable drone with 4K100fps video, 48MP photos, omnidirectional sensing, 34-min flight, and D-Log M color profile.",799.00,DJI-MINI4PRO,0.249,40,DJI,TRUE,FALSE,DJI Mini 4 Pro Drone,Buy Mini 4 Pro. Sub-249g 4K100fps omnidirectional sensing compact.
P123,DJI Avata 2 FPV Drone,fpv-drones,Physical,"Immersive FPV drone with 4K60 video, Goggles 3, Motion 3 controller option, 23-min flight time, and 1/1.3-inch sensor.",999.00,DJI-AVATA2,0.377,25,DJI,TRUE,FALSE,DJI Avata 2 FPV Drone,Shop DJI Avata 2. FPV 4K60 Goggles 3 immersive flying.
P124,ASUS RT-AX86U Pro WiFi 6 Router,routers,Physical,"Gaming-optimized WiFi 6 router with AX5700 speeds, 2.5G WAN port, AiMesh support, mobile game mode, and adaptive QoS.",249.99,ASU-RTAX86UPRO,0.810,50,ASUS,TRUE,FALSE,ASUS RT-AX86U Pro WiFi 6 Router,Buy ASUS AX86U Pro. WiFi 6 gaming 2.5G WAN AiMesh.
P125,TP-Link Deco XE75 WiFi 6E Mesh System 3-Pack,mesh-wifi-systems,Physical,"Tri-band WiFi 6E mesh system covering 7200 sq ft, 5400Mbps total speed, 6GHz band, AI-driven Mesh, and 200+ device capacity.",429.99,TPL-DECO-XE75-3,1.80,35,TP-Link,TRUE,TRUE,TP-Link Deco XE75 WiFi 6E 3-Pack,Shop Deco XE75. WiFi 6E 6GHz mesh 7200 sq ft coverage.
P126,Ubiquiti UniFi Dream Machine Pro,network-switches,Physical,"All-in-one network appliance with integrated security gateway, 10G SFP+ ports, 3.5-inch HDD bay, and UniFi Network controller.",379.00,UBQ-UDM-PRO,1.75,20,Ubiquiti,TRUE,FALSE,Ubiquiti UniFi Dream Machine Pro,Buy UniFi Dream Machine Pro. 10G SFP+ integrated security gateway.
P127,Philips Hue Starter Kit E26 4-Pack,smart-bulbs,Physical,"Smart lighting starter kit with 4 A19 color-capable bulbs, Hue Bridge, and voice control via Alexa, Google, and Siri.",199.99,PHI-HUE-START-4,0.850,60,Philips,TRUE,TRUE,Philips Hue Starter Kit 4-Pack,Shop Philips Hue Starter. 4 color bulbs Bridge voice control.
P128,Ring Video Doorbell Pro 2,video-doorbells,Physical,"Premium video doorbell with 1536p HD video, 3D Motion Detection, Bird's Eye View, Alexa integration, and hardwired installation.",249.99,AMZ-RING-PRO2,0.156,75,Ring,TRUE,FALSE,Ring Video Doorbell Pro 2,Buy Ring Pro 2. 1536p HD 3D Motion Bird's Eye View.
P129,Arlo Pro 5S 2K Camera 3-Pack,smart-cameras,Physical,"Premium wireless security cameras with 2K HDR video, 160° view, color night vision, integrated spotlight, and 6-month battery.",499.99,ARL-PRO5S-3PK,1.20,40,Arlo,TRUE,FALSE,Arlo Pro 5S 2K 3-Pack Cameras,Shop Arlo Pro 5S. 2K HDR wireless color night vision 3-pack.
P130,August WiFi Smart Lock 4th Gen,smart-locks,Physical,"Retrofit smart lock with WiFi built-in, auto-lock/unlock, DoorSense technology, voice assistant support, and existing key compatibility.",229.99,AUG-WIFI-4G,0.545,55,August,TRUE,FALSE,August WiFi Smart Lock 4th Gen,Buy August Smart Lock. WiFi retrofit auto-lock DoorSense.
P131,Amazon Echo Hub,smart-hubs,Physical,"8-inch smart home control panel with Zigbee, Thread, Matter, and WiFi support. Dashboard for all compatible smart devices.",179.99,AMZ-ECHOHUB,0.365,45,Amazon,TRUE,FALSE,Amazon Echo Hub Smart Home Controller,Shop Echo Hub. Zigbee Thread Matter 8-inch smart control panel.
P132,Apple Watch Ultra 2 49mm,smartwatches,Physical,"Most rugged Apple Watch with 49mm titanium case, precision dual-frequency GPS, 36-hour battery, 100m water resistance, and Action button.",799.00,APL-AWU2-49,0.061,40,Apple,TRUE,TRUE,Apple Watch Ultra 2 49mm,Buy Apple Watch Ultra 2. Titanium 36-hour dual GPS rugged.
P133,Samsung Galaxy Watch 6 Classic 47mm,smartwatches,Physical,"Premium smartwatch with rotating bezel, 1.5-inch Super AMOLED, BioActive sensor, Wear OS, and 40-hour battery life.",429.99,SAM-GW6C-47,0.059,50,Samsung,TRUE,FALSE,Samsung Galaxy Watch 6 Classic 47mm,Shop Galaxy Watch 6 Classic. Rotating bezel BioActive Wear OS.
P134,Garmin Fenix 7X Solar,smartwatches,Physical,"Ultimate multisport GPS watch with 37-day solar battery, topo maps, multi-band GPS, training readiness, and titanium option available.",899.99,GAR-FENIX7X-SOL,0.089,25,Garmin,TRUE,FALSE,Garmin Fenix 7X Solar GPS Watch,Buy Garmin Fenix 7X. Solar 37-day battery multi-band GPS adventure.
P135,Fitbit Charge 6 Fitness Tracker,fitness-trackers,Physical,"Advanced fitness tracker with built-in GPS, 40+ exercise modes, ECG app, stress management, and 7-day battery life.",159.95,FIT-CHARGE6,0.030,100,Fitbit,TRUE,FALSE,Fitbit Charge 6 Tracker,Shop Fitbit Charge 6. GPS ECG 40+ modes 7-day battery.
P136,Withings ScanWatch 2,health-monitoring-devices,Physical,"Medical-grade hybrid smartwatch with ECG, SpO2, temperature monitoring, sleep apnea detection, and 30-day battery life.",349.00,WTH-SCANW2,0.035,30,Withings,TRUE,FALSE,Withings ScanWatch 2 Health Watch,Buy Withings ScanWatch 2. ECG SpO2 temperature medical-grade.
P137,APC Back-UPS Pro 1500VA UPS,ups-systems,Physical,"1500VA/900W UPS with AVR, LCD display, 10 outlets, USB/Serial ports, and PowerChute software for graceful shutdown.",249.99,APC-BR1500MS2,10.50,45,APC,TRUE,TRUE,APC Back-UPS Pro 1500VA,Shop APC 1500VA UPS. AVR LCD 10 outlets surge protection.
P138,CyberPower CP1500PFCLCD PFC UPS,ups-systems,Physical,"1500VA/1000W PFC sinewave UPS with AVR, 12 outlets, mini-tower design, USB charging, and intelligent LCD panel.",249.95,CYB-1500PFCLCD,13.60,40,CyberPower,TRUE,FALSE,CyberPower 1500VA PFC Sinewave UPS,Buy CyberPower 1500VA. Pure sinewave AVR 12 outlets intelligent.
P139,Renogy 200W Monocrystalline Solar Panel,solar-panels,Physical,"High-efficiency 200W monocrystalline panel with 21% efficiency, bypass diodes, corrosion-resistant frame, and 25-year output warranty.",219.99,REN-200W-MONO,11.80,30,Renogy,TRUE,FALSE,Renogy 200W Monocrystalline Solar Panel,Shop Renogy 200W. High-efficiency monocrystalline 25-year warranty.
P140,Victron SmartSolar MPPT 100/50 Controller,charge-controllers,Physical,"Smart MPPT charge controller with 100V max input, 50A output, Bluetooth app monitoring, and ultra-fast maximum power point tracking.",289.00,VIC-MPPT-100-50,1.25,25,Victron Energy,TRUE,FALSE,Victron SmartSolar MPPT 100/50,Buy Victron MPPT 100/50. Smart Bluetooth 50A solar charging.
P141,EcoFlow Delta Pro Portable Power Station,lithium-batteries,Physical,"3.6kWh expandable power station with 3600W output, X-Stream fast charging, EV charger compatible, and smart home panel option.",3699.00,ECO-DELTAPRO,45.00,15,EcoFlow,TRUE,TRUE,EcoFlow Delta Pro Power Station,Shop Delta Pro. 3.6kWh 3600W expandable portable power station.
P142,Canon imageCLASS MF753Cdw Color Laser Printer,laser-printers,Physical,"Wireless color laser all-in-one with 35ppm print, auto duplex, 250-sheet tray, mobile printing, and advanced security features.",549.99,CAN-MF753CDW,24.90,25,Canon,TRUE,FALSE,Canon imageCLASS MF753Cdw Color Laser,Buy Canon MF753Cdw. Color laser 35ppm wireless duplex all-in-one.
P143,HP OfficeJet Pro 9015e All-in-One Printer,inkjet-printers,Physical,"Smart office printer with HP+ enrollment, 22ppm print, auto 2-sided printing/scanning, 35-sheet ADF, and 6 months Instant Ink.",229.99,HP-OJ9015E,9.85,50,HP,TRUE,FALSE,HP OfficeJet Pro 9015e Printer,Shop HP OfficeJet 9015e. HP+ smart printing 22ppm all-in-one.
P144,Fujitsu ScanSnap iX1600 Document Scanner,scanners,Physical,"High-speed document scanner with 40ppm, touchscreen, WiFi, ScanSnap Home software, and intelligent image processing.",419.99,FUJ-IX1600,3.40,30,Fujitsu,TRUE,FALSE,Fujitsu ScanSnap iX1600 Scanner,Buy ScanSnap iX1600. 40ppm touchscreen WiFi intelligent scanning.
P145,Fellowes Powershred 99Ci Cross-Cut Shredder,shredders,Physical,"100% jam-proof cross-cut shredder with P-4 security, 18-sheet capacity, SafeSense technology, and 9-gallon bin.",249.99,FEL-99CI,15.00,35,Fellowes,TRUE,FALSE,Fellowes 99Ci Cross-Cut Shredder,Shop Fellowes 99Ci. 18-sheet jam-proof cross-cut SafeSense.
P146,Ninja AF101 Air Fryer 4-Quart,air-fryers,Physical,"Compact air fryer with 4-quart capacity, 4 programmable functions, crisper plate, and 75% less fat than traditional frying.",99.99,NIN-AF101,5.50,100,Ninja,TRUE,FALSE,Ninja AF101 4-Quart Air Fryer,Buy Ninja AF101. 4-quart 75% less fat programmable compact.
P147,Panasonic NN-SN686S Microwave Oven,microwaves,Physical,"1.2 cu ft countertop microwave with 1200W power, Inverter technology, Genius Sensor cooking, and turbo defrost.",179.95,PAN-NNSN686S,13.00,60,Panasonic,TRUE,FALSE,Panasonic NN-SN686S Inverter Microwave,Shop Panasonic Inverter Microwave. 1200W Genius Sensor 1.2 cu ft.
P148,Vitamix E310 Explorian Blender,blenders,Physical,"Professional-grade blender with 2HP motor, aircraft-grade stainless blades, variable speed control, and 48oz container.",349.95,VTX-E310,5.40,45,Vitamix,TRUE,FALSE,Vitamix E310 Explorian Blender,Buy Vitamix E310. Professional 2HP aircraft-grade blades variable speed.
P149,LG LP1419IVSM Dual Inverter Portable AC,air-conditioners,Physical,"14000 BTU portable air conditioner with dual inverter compressor, WiFi control, auto swing, and energy-efficient operation.",649.00,LG-LP1419IVSM,29.50,20,LG,TRUE,FALSE,LG 14000 BTU Portable AC Dual Inverter,Shop LG Portable AC. 14000 BTU dual inverter WiFi control efficient.
P150,Dyson Purifier Hot+Cool HP07,air-purifiers,Physical,"Air purifier, heater, and fan with HEPA H13 filtration, formaldehyde sensing, real-time air quality display, and Dyson Link app.",749.99,DYS-HP07,7.90,25,Dyson,TRUE,TRUE,Dyson Purifier Hot+Cool HP07,Buy Dyson HP07. HEPA H13 heating cooling formaldehyde sensing.
P151,Hikvision DS-2CD2043G2-IU 4MP IP Camera,cctv-cameras,Physical,"4MP AcuSense IP bullet camera with built-in mic, 40m IR range, H.265+ compression, and human/vehicle detection.",129.99,HIK-2CD2043G2,0.560,100,Hikvision,TRUE,FALSE,Hikvision 4MP AcuSense IP Camera,Shop Hikvision 4MP. AcuSense human detection built-in mic IR.
