Level,Category ID,Category Name,Parent Category ID,Slug,Description,SEO Title,SEO Description,Is Active
3,50301,Tablet Keyboards,503,tablet-keyboards,"Wireless and detachable keyboards for tablets. Transform your tablet into a laptop-like productivity machine.","Tablet Keyboards | Wireless Keyboards","Shop tablet keyboards. Bluetooth, magnetic attach. Laptop-like typing.",TRUE
3,50302,Stylus Pens,503,stylus-pens,"Active stylus pens for tablets with pressure sensitivity and palm rejection. Drawing, note-taking, and precision input.","Stylus Pens | Active Stylus","Shop stylus pens. Pressure sensitive, palm rejection. Drawing and note-taking.",TRUE
3,50303,Tablet Docks,503,tablet-docks,"Docking stations for tablets with USB, HDMI, and power delivery. Desktop-mode connectivity expansion.","Tablet Docks | USB-C Docking Stations","Shop tablet docks. USB, HDMI expansion. Desktop mode connectivity.",TRUE
1,6,Audio Sound & Music Equipment,,audio-sound-music-equipment,"Premium audio equipment for personal listening, home entertainment, and professional production. Headphones, speakers, and studio gear.","Audio Equipment | Headphones & Speakers","Shop audio equipment. Headphones, speakers, studio gear. Premium sound quality.",TRUE
2,601,Personal Audio,6,personal-audio,"Headphones and earphones for personal listening. Over-ear, on-ear, in-ear, and noise-canceling options.","Headphones | Personal Audio Devices","Shop headphones. Over-ear, on-ear, in-ear. Noise-canceling, wireless.",TRUE
3,60101,Over-Ear Headphones,601,over-ear-headphones,"Full-size over-ear headphones with superior sound quality and comfort. Wireless and wired options available.","Over-Ear Headphones | Full-Size Headphones","Shop over-ear headphones. Superior sound, comfortable fit. Wireless and wired.",TRUE
3,60102,On-Ear Headphones,601,on-ear-headphones,"Compact on-ear headphones balancing portability and sound quality. Lightweight design for extended wear.","On-Ear Headphones | Portable Headphones","Shop on-ear headphones. Compact, portable. Quality sound, lightweight.",TRUE
3,60103,In-Ear Monitors,601,in-ear-monitors,"Professional-grade in-ear monitors with balanced armature or dynamic drivers. Stage and studio reference quality.","In-Ear Monitors | IEMs","Shop in-ear monitors. Professional IEMs. Balanced armature, studio quality.",TRUE
3,60104,Noise-Canceling Headphones,601,noise-canceling-headphones,"Active noise-canceling headphones blocking ambient sound. Perfect for travel, focus, and immersive listening.","Noise-Canceling Headphones | ANC","Shop noise-canceling headphones. ANC technology. Block distractions, immersive sound.",TRUE
2,602,Speakers,6,speakers,"Bluetooth speakers, smart speakers, portable PA systems, and studio monitors for every audio need.","Speakers | Bluetooth & Smart Speakers","Shop speakers. Bluetooth, smart, studio monitors. Home and portable audio.",TRUE
3,60201,Bluetooth Speakers,602,bluetooth-speakers,"Portable Bluetooth speakers with wireless connectivity. Waterproof options for outdoor use. All sizes and power levels.","Bluetooth Speakers | Portable Wireless","Shop Bluetooth speakers. Portable, waterproof. Wireless audio anywhere.",TRUE
3,60202,Smart Speakers,602,smart-speakers,"Voice-controlled smart speakers with built-in assistants. Alexa, Google Assistant, and Siri enabled devices.","Smart Speakers | Alexa & Google Home","Shop smart speakers. Alexa, Google Assistant. Voice control, smart home hub.",TRUE
3,60203,Portable PA Systems,602,portable-pa-systems,"Portable PA speakers for events, presentations, and outdoor activities. Battery-powered with microphone inputs.","Portable PA Systems | Event Speakers","Shop portable PA systems. Events, presentations. Battery-powered, microphone inputs.",TRUE
3,60204,Studio Monitors,602,studio-monitors,"Professional studio monitor speakers for accurate audio mixing and mastering. Flat frequency response for production.","Studio Monitors | Reference Speakers","Shop studio monitors. Flat response, professional. Audio mixing and mastering.",TRUE
2,603,Professional Audio,6,professional-audio,"Studio-grade audio equipment for recording, podcasting, and music production. Microphones, interfaces, and mixers.","Professional Audio | Studio Equipment","Shop professional audio. Microphones, interfaces, mixers. Recording and production.",TRUE
3,60301,Condenser Microphones,603,condenser-microphones,"Studio condenser microphones for vocals, instruments, and broadcast. Large and small diaphragm options.","Condenser Microphones | Studio Mics","Shop condenser microphones. Large diaphragm, small diaphragm. Studio recording.",TRUE
3,60302,Dynamic Microphones,603,dynamic-microphones,"Durable dynamic microphones for live performance, broadcasting, and recording. Industry-standard vocal and instrument mics.","Dynamic Microphones | Live & Studio Mics","Shop dynamic microphones. Live performance, recording. Durable, professional sound.",TRUE
3,60303,Audio Interfaces,603,audio-interfaces,"USB and Thunderbolt audio interfaces for recording. Convert analog audio to digital with professional quality.","Audio Interfaces | Recording Interfaces","Shop audio interfaces. USB, Thunderbolt. Professional recording quality.",TRUE
3,60304,Mixers,603,mixers,"Analog and digital audio mixers for live sound and studio production. From compact to professional console formats.","Audio Mixers | Mixing Consoles","Shop audio mixers. Analog, digital. Live sound and studio production.",TRUE
3,60305,Studio Headphones,603,studio-headphones,"Reference headphones for studio monitoring and mixing. Accurate sound reproduction for professional production.","Studio Headphones | Reference Headphones","Shop studio headphones. Reference quality. Mixing and monitoring accuracy.",TRUE
1,7,TVs Video & Home Entertainment,,tvs-video-home-entertainment,"Televisions, projectors, and home theater equipment for immersive entertainment. From budget TVs to premium OLED displays.","TVs & Home Theater | Smart TVs & Projectors","Shop TVs and home theater. Smart TVs, soundbars, projectors. Premium entertainment.",TRUE
2,701,Televisions,7,televisions,"Smart TVs in all sizes and technologies. LED, QLED, OLED in 4K and 8K resolutions from top brands.","Smart TVs | 4K & OLED Televisions","Shop smart TVs. LED, QLED, OLED. 4K, 8K resolution. All sizes available.",TRUE
3,70101,LED TVs,701,led-tvs,"LED-backlit LCD televisions offering excellent value. Smart features with streaming app support.","LED TVs | Smart LED Televisions","Shop LED TVs. Great value, smart features. Streaming apps built-in.",TRUE
3,70102,QLED TVs,701,qled-tvs,"Quantum dot QLED TVs with enhanced color and brightness. Superior picture quality in bright rooms.","QLED TVs | Quantum Dot Televisions","Shop QLED TVs. Quantum dot technology. Vibrant colors, bright picture.",TRUE
3,70103,OLED TVs,701,oled-tvs,"Premium OLED TVs with perfect blacks and infinite contrast. Self-emissive pixels for unmatched picture quality.","OLED TVs | Premium OLED Televisions","Shop OLED TVs. Perfect blacks, infinite contrast. Premium viewing experience.",TRUE
3,70104,4K TVs,701,4k-tvs,"4K Ultra HD televisions with four times the resolution of Full HD. Sharp detail on any screen size.","4K TVs | Ultra HD Televisions","Shop 4K TVs. Ultra HD resolution. Sharp, detailed picture quality.",TRUE
3,70105,8K TVs,701,8k-tvs,"Future-proof 8K TVs with the highest resolution available. AI upscaling for stunning picture quality.","8K TVs | 8K Resolution Televisions","Shop 8K TVs. Highest resolution available. AI upscaling, future-proof.",TRUE
2,702,Video Devices,7,video-devices,"Projectors, streaming devices, and TV tuners for flexible viewing options. Home cinema and cord-cutting solutions.","Projectors & Streaming | Video Devices","Shop projectors and streaming devices. Home cinema, streaming boxes.",TRUE
3,70201,Projectors,702,projectors,"Home theater and portable projectors. 4K, laser, LED, and short-throw options for any space.","Projectors | Home Theater Projectors","Shop projectors. 4K, laser, short-throw. Home cinema experience.",TRUE
3,70202,Streaming Boxes,702,streaming-boxes,"Streaming media players and sticks. Access Netflix, Disney+, and all major streaming services on any TV.","Streaming Boxes | Media Players","Shop streaming boxes. Fire TV, Roku, Apple TV. All streaming services.",TRUE
3,70203,TV Tuners,702,tv-tuners,"Digital TV tuners and antennas for free over-the-air broadcast reception. External USB and network tuners.","TV Tuners | Digital Antennas","Shop TV tuners. Over-the-air TV reception. Cut the cord, free channels.",TRUE
2,703,Home Theater,7,home-theater,"Complete home theater audio solutions. Soundbars, AV receivers, subwoofers, and surround speaker systems.","Home Theater | Soundbars & Speakers","Shop home theater. Soundbars, surround sound. Immersive audio experience.",TRUE
3,70301,Soundbars,703,soundbars,"All-in-one soundbars and soundbar systems with subwoofers. Dolby Atmos and DTS:X support for immersive audio.","Soundbars | TV Speakers","Shop soundbars. Dolby Atmos, with subwoofer. Upgrade your TV audio.",TRUE
3,70302,AV Receivers,703,av-receivers,"Home theater AV receivers for multi-channel audio processing. Connect all your sources with surround sound support.","AV Receivers | Home Theater Receivers","Shop AV receivers. Surround sound processing. Multi-channel home theater.",TRUE
3,70303,Subwoofers,703,subwoofers,"Powered subwoofers adding deep bass to any audio system. Various sizes and power levels for any room.","Subwoofers | Bass Speakers","Shop subwoofers. Powered, deep bass. Enhance any audio system.",TRUE
3,70304,Home Theater Speaker Systems,703,home-theater-speaker-systems,"Complete 5.1, 7.1, and Dolby Atmos speaker systems for full surround sound. Floor-standing and bookshelf options.","Home Theater Speakers | Surround Systems","Shop home theater speakers. 5.1, 7.1, Dolby Atmos. Complete surround systems.",TRUE
1,8,Gaming & Esports,,gaming-esports,"Gaming consoles, gaming PCs, and accessories for casual and competitive gamers. Everything for your gaming setup.","Gaming | Consoles, PCs & Accessories","Shop gaming. Consoles, gaming PCs, peripherals. Complete your gaming setup.",TRUE
2,801,Gaming Consoles,8,gaming-consoles,"Home and handheld gaming consoles. PlayStation, Xbox, Nintendo, and portable gaming devices.","Gaming Consoles | PlayStation, Xbox, Nintendo","Shop gaming consoles. PlayStation, Xbox, Nintendo Switch. Home and portable.",TRUE
3,80101,Home Gaming Consoles,801,home-gaming-consoles,"Home gaming consoles including PlayStation 5, Xbox Series X|S, and Nintendo Switch for TV gaming.","Home Consoles | PS5, Xbox Series X","Shop home consoles. PlayStation 5, Xbox Series X. Next-gen gaming.",TRUE
3,80102,Handheld Gaming Consoles,801,handheld-gaming-consoles,"Portable gaming devices including Nintendo Switch Lite, Steam Deck, and dedicated handheld consoles.","Handheld Consoles | Portable Gaming","Shop handheld consoles. Steam Deck, Switch Lite. Gaming on the go.",TRUE
2,802,Gaming PCs & Laptops,8,gaming-pcs-laptops,"Prebuilt gaming desktops and custom gaming PC builds. High-performance systems for competitive and casual gaming.","Gaming PCs | Prebuilt & Custom","Shop gaming PCs. Prebuilt, custom builds. High-performance gaming systems.",TRUE
3,80201,Prebuilt Gaming PCs,802,prebuilt-gaming-pcs,"Ready-to-play prebuilt gaming PCs with latest GPUs and processors. Professionally built and tested systems.","Prebuilt Gaming PCs | Ready to Game","Shop prebuilt gaming PCs. Latest GPUs, ready to play. Tested and optimized.",TRUE
3,80202,Custom Gaming PCs,802,custom-gaming-pcs,"Custom-configured gaming PCs built to your specifications. Choose your components for the perfect gaming machine.","Custom Gaming PCs | Build Your Dream PC","Shop custom gaming PCs. Configure your build. Perfect specs for your games.",TRUE
2,803,Gaming Accessories,8,gaming-accessories,"Gaming peripherals including keyboards, mice, headsets, controllers, and VR equipment for enhanced gaming.","Gaming Accessories | Keyboards, Mice, Headsets","Shop gaming accessories. RGB peripherals, pro controllers. Level up your setup.",TRUE
3,80301,Gaming Keyboards,803,gaming-keyboards,"Mechanical and membrane gaming keyboards with RGB lighting, macro keys, and fast actuation for competitive play.","Gaming Keyboards | Mechanical RGB","Shop gaming keyboards. Mechanical switches, RGB. Fast, responsive gaming input.",TRUE
3,80302,Gaming Mice,803,gaming-mice,"High-precision gaming mice with adjustable DPI, programmable buttons, and ergonomic designs for marathon sessions.","Gaming Mice | High DPI Gaming","Shop gaming mice. High DPI, programmable. Precision control for gaming.",TRUE
3,80303,Gaming Headsets,803,gaming-headsets,"Immersive gaming headsets with surround sound, noise-canceling microphones, and comfortable padding for extended play.","Gaming Headsets | Surround Sound","Shop gaming headsets. 7.1 surround, clear mic. Comfortable, immersive audio.",TRUE
3,80304,Controllers,803,controllers-gamepads,"Game controllers and gamepads for PC and console gaming. First-party and premium third-party options.","Controllers | Gamepads","Shop controllers. Xbox, PlayStation, third-party. PC and console compatible.",TRUE
3,80305,VR Headsets,803,vr-headsets,"Virtual reality headsets for immersive gaming and experiences. Standalone and PC-tethered VR systems.","VR Headsets | Virtual Reality","Shop VR headsets. Standalone, PC VR. Immersive virtual reality gaming.",TRUE
3,80306,Racing Simulators,803,racing-simulators,"Racing wheels, pedals, and cockpits for simulation racing. Force feedback for realistic driving experiences.","Racing Simulators | Wheels & Cockpits","Shop racing simulators. Wheels, pedals, cockpits. Realistic force feedback.",TRUE
1,9,Cameras Drones & Imaging,,cameras-drones-imaging,"Digital cameras, drones, and imaging accessories for photography and videography. From hobbyist to professional gear.","Cameras & Drones | Photography Equipment","Shop cameras and drones. DSLRs, mirrorless, action cams. Capture your world.",TRUE
2,901,Cameras,9,cameras,"Digital cameras for photography and video. DSLRs, mirrorless, compact, and action cameras from leading brands.","Digital Cameras | DSLR & Mirrorless","Shop digital cameras. DSLR, mirrorless, compact. All skill levels and budgets.",TRUE
3,90101,DSLR Cameras,901,dslr-cameras,"Professional DSLR cameras with optical viewfinders and extensive lens ecosystems. Reliable choice for serious photographers.","DSLR Cameras | Digital SLR","Shop DSLR cameras. Professional photography. Extensive lens selection.",TRUE
3,90102,Mirrorless Cameras,901,mirrorless-cameras,"Compact mirrorless cameras with electronic viewfinders. Latest technology in a smaller body with pro features.","Mirrorless Cameras | Compact System","Shop mirrorless cameras. Compact, powerful. Latest sensor technology.",TRUE
3,90103,Compact Cameras,901,compact-cameras,"Point-and-shoot compact cameras with fixed lenses. Easy to use with quality results for everyday photography.","Compact Cameras | Point and Shoot","Shop compact cameras. Easy to use, quality results. Pocket-sized photography.",TRUE
3,90104,Action Cameras,901,action-cameras,"Rugged action cameras for extreme sports and adventures. Waterproof with stabilization for smooth action footage.","Action Cameras | GoPro & Alternatives","Shop action cameras. Waterproof, stabilized. Capture your adventures.",TRUE
2,902,Camera Accessories,9,camera-accessories,"Essential camera accessories including lenses, flashes, tripods, gimbals, and rigging equipment.","Camera Accessories | Lenses & Tripods","Shop camera accessories. Lenses, tripods, flashes. Enhance your photography.",TRUE
3,90201,Camera Lenses,902,camera-lenses,"Interchangeable camera lenses for DSLR and mirrorless systems. Prime and zoom lenses for every focal length.","Camera Lenses | Prime & Zoom","Shop camera lenses. Prime, zoom, wide, telephoto. All mounts available.",TRUE
3,90202,Camera Flashes,902,camera-flashes,"External camera flashes and strobes for better lighting control. TTL and manual speedlights for any situation.","Camera Flashes | Speedlights","Shop camera flashes. TTL speedlights, studio strobes. Control your lighting.",TRUE
3,90203,Tripods,902,tripods,"Camera tripods and monopods for stable shooting. Travel tripods, professional legs, and video fluid heads.","Tripods | Camera Supports","Shop tripods. Travel, professional, video. Stable shots every time.",TRUE
3,90204,Gimbals & Stabilizers,902,gimbals-stabilizers,"Motorized gimbals for smooth video with cameras and smartphones. 3-axis stabilization for professional results.","Gimbals | Camera Stabilizers","Shop gimbals. 3-axis stabilization. Smooth video, professional results.",TRUE
3,90205,Camera Cages & Rigging,902,camera-cages-rigging,"Professional camera cages, rigging, and mounting solutions. Build custom video rigs for filmmaking.","Camera Cages | Video Rigging","Shop camera cages. Custom rigs, mounting. Professional video production.",TRUE
2,903,Drones,9,drones,"Consumer and professional drones for aerial photography, FPV racing, and recreational flying.","Drones | Aerial Photography","Shop drones. Camera drones, FPV racing. Aerial photography and video.",TRUE
3,90301,Camera Drones,903,camera-drones,"Camera drones for aerial photography and videography. 4K video, obstacle avoidance, and intelligent flight modes.","Camera Drones | Aerial Photography","Shop camera drones. 4K aerial video. Smart features, obstacle avoidance.",TRUE
3,90302,FPV Drones,903,fpv-drones,"First-person view racing and freestyle drones. High-speed flying with immersive goggle experience.","FPV Drones | Racing Drones","Shop FPV drones. Racing, freestyle. Immersive first-person flying.",TRUE
3,90303,Drone Accessories,903,drone-accessories,"Drone accessories including batteries, propellers, carrying cases, and ND filters for aerial photography.","Drone Accessories | Batteries & Parts","Shop drone accessories. Batteries, props, cases. Extend your flight time.",TRUE
1,10,Networking & Communication Equipment,,networking-communication-equipment,"Network infrastructure and connectivity solutions. Routers, switches, mesh systems, and cabling for home and business.","Networking Equipment | Routers & Switches","Shop networking. Routers, mesh WiFi, switches. Fast, reliable connectivity.",TRUE
2,1001,Networking Devices,10,networking-devices,"Core networking hardware including routers, modems, mesh WiFi systems, and network switches.","Network Devices | Routers & Mesh WiFi","Shop network devices. WiFi 6 routers, mesh systems. Fast home networking.",TRUE
3,100101,Routers,1001,routers,"WiFi routers from basic to high-performance tri-band models. WiFi 6 and WiFi 6E for fastest wireless speeds.","WiFi Routers | Wireless Routers","Shop WiFi routers. WiFi 6, WiFi 6E. Fast, reliable wireless networking.",TRUE
3,100102,Modems,1001,modems,"Cable and DSL modems for internet connectivity. DOCSIS 3.1 cable modems for gigabit speeds.","Modems | Cable & DSL","Shop modems. DOCSIS 3.1 cable. Fast internet connection.",TRUE
3,100103,Mesh WiFi Systems,1001,mesh-wifi-systems,"Whole-home mesh WiFi systems eliminating dead zones. Seamless roaming throughout your entire home.","Mesh WiFi | Whole Home WiFi","Shop mesh WiFi. Whole-home coverage. No dead zones, seamless roaming.",TRUE
3,100104,Network Switches,1001,network-switches,"Managed and unmanaged network switches for expanding wired connections. Gigabit and multi-gig options.","Network Switches | Ethernet Switches","Shop network switches. Managed, unmanaged. Gigabit, 2.5G, 10G options.",TRUE
2,1002,Network Accessories,10,network-accessories,"Network cabling, connectors, and infrastructure accessories. Ethernet cables, fiber, and rack mounting solutions.","Network Accessories | Cables & Racks","Shop network accessories. Ethernet cables, racks. Infrastructure essentials.",TRUE
3,100201,Ethernet Cables,1002,ethernet-cables,"Cat5e, Cat6, Cat6a, and Cat8 Ethernet cables in various lengths. Patch cables and bulk spools available.","Ethernet Cables | Cat6 & Cat8","Shop Ethernet cables. Cat5e to Cat8. All lengths, bulk options.",TRUE
3,100202,Fiber Optic Cables,1002,fiber-optic-cables,"Single-mode and multi-mode fiber optic cables and patch cords. High-speed data transmission for demanding applications.","Fiber Optic Cables | Network Fiber","Shop fiber cables. Single-mode, multi-mode. High-speed data transmission.",TRUE
3,100203,Network Racks,1002,network-racks,"Server racks, wall-mount cabinets, and open-frame racks. Professional installation for network equipment.","Network Racks | Server Cabinets","Shop network racks. Server cabinets, wall mounts. Professional organization.",TRUE
1,11,Smart Home & IoT,,smart-home-iot,"Smart home devices and IoT solutions for automated living. Lighting, security, climate control, and home automation.","Smart Home | IoT Devices","Shop smart home. Smart lights, security, automation. Connected living.",TRUE
2,1101,Smart Living,11,smart-living,"Smart lighting and power control devices for convenient home automation. Voice-controlled and app-managed.","Smart Lighting | Smart Plugs","Shop smart lighting. Smart bulbs, plugs, switches. Voice and app control.",TRUE
3,110101,Smart Bulbs,1101,smart-bulbs,"WiFi and Zigbee smart bulbs with color changing and dimming. Voice control with Alexa, Google, and HomeKit.","Smart Bulbs | WiFi LED Bulbs","Shop smart bulbs. Color changing, dimmable. Voice control compatible.",TRUE
3,110102,Smart Plugs,1101,smart-plugs,"WiFi smart plugs for controlling any device remotely. Energy monitoring and scheduling features.","Smart Plugs | WiFi Outlets","Shop smart plugs. Remote control, energy monitoring. Automate any device.",TRUE
3,110103,Smart Switches,1101,smart-switches,"In-wall smart switches replacing traditional light switches. No hub required options with dimming support.","Smart Switches | WiFi Light Switches","Shop smart switches. In-wall installation. Dimming, scheduling, voice control.",TRUE
2,1102,Smart Security,11,smart-security,"Smart security devices including cameras, door locks, and video doorbells for home protection.","Smart Security | Cameras & Locks","Shop smart security. Cameras, locks, doorbells. Protect your home.",TRUE
3,110201,Smart Cameras,1102,smart-cameras,"Indoor and outdoor smart security cameras with motion detection, night vision, and cloud recording.","Smart Cameras | Security Cameras","Shop smart cameras. Indoor, outdoor. Motion detection, night vision.",TRUE
3,110202,Smart Locks,1102,smart-locks,"Keyless smart door locks with fingerprint, PIN, and app access. Integration with smart home systems.","Smart Locks | Keyless Entry","Shop smart locks. Fingerprint, PIN, app unlock. Keyless convenience.",TRUE
3,110203,Video Doorbells,1102,video-doorbells,"Smart video doorbells with HD cameras, two-way audio, and motion alerts. See who's at your door anywhere.","Video Doorbells | Smart Doorbells","Shop video doorbells. HD video, two-way talk. See visitors from anywhere.",TRUE
2,1103,Home Automation,11,home-automation,"Smart home hubs and sensors for comprehensive home automation. Create routines and automate your entire home.","Home Automation | Smart Hubs","Shop home automation. Hubs, sensors. Automate your entire home.",TRUE
3,110301,Smart Hubs,1103,smart-hubs,"Central smart home hubs connecting all your devices. Zigbee, Z-Wave, and Thread protocol support.","Smart Hubs | Home Controllers","Shop smart hubs. Zigbee, Z-Wave, Thread. Central home control.",TRUE
3,110302,Motion Sensors,1103,motion-sensors,"Wireless motion sensors for security and automation triggers. Battery-powered with long life.","Motion Sensors | Smart Sensors","Shop motion sensors. Security, automation triggers. Wireless, long battery.",TRUE
3,110303,Environmental Sensors,1103,environmental-sensors,"Temperature, humidity, and air quality sensors for smart home monitoring. Automated climate control triggers.","Environmental Sensors | Climate Sensors","Shop environmental sensors. Temperature, humidity, air quality. Smart monitoring.",TRUE
1,12,Wearable Technology,,wearable-technology,"Smartwatches, fitness trackers, and health monitoring wearables. Track fitness, receive notifications, and monitor health.","Wearables | Smartwatches & Fitness","Shop wearables. Smartwatches, fitness trackers. Health and fitness monitoring.",TRUE
2,1201,Wearables,12,wearables-devices,"Smartwatches and fitness tracking devices for health monitoring, notifications, and activity tracking.","Smartwatches | Fitness Trackers","Shop smartwatches. Fitness tracking, notifications. Health monitoring wearables.",TRUE
3,120101,Smartwatches,1201,smartwatches,"Feature-rich smartwatches with apps, notifications, and health tracking. Apple Watch, Galaxy Watch, and more.","Smartwatches | Apple Watch, Galaxy Watch","Shop smartwatches. Apple Watch, Galaxy Watch. Apps, notifications, health.",TRUE
3,120102,Fitness Trackers,1201,fitness-trackers,"Dedicated fitness bands for activity tracking, heart rate monitoring, and sleep analysis. Lightweight all-day wear.","Fitness Trackers | Activity Bands","Shop fitness trackers. Activity tracking, heart rate. Lightweight, all-day wear.",TRUE
3,120103,Health Monitoring Devices,1201,health-monitoring-devices,"Advanced health wearables with ECG, blood oxygen, and stress monitoring. Medical-grade health insights.","Health Monitors | ECG & SpO2 Wearables","Shop health monitors. ECG, blood oxygen, stress. Advanced health tracking.",TRUE
2,1202,Wearable Accessories,12,wearable-accessories,"Replacement bands, charging accessories, and protective cases for smartwatches and fitness trackers.","Wearable Accessories | Watch Bands","Shop wearable accessories. Watch bands, chargers, cases. Personalize your wearable.",TRUE
3,120201,Watch Bands,1202,watch-bands,"Replacement and fashion bands for smartwatches. Silicone, leather, metal, and fabric options.","Watch Bands | Replacement Straps","Shop watch bands. Silicone, leather, metal. Personalize your smartwatch.",TRUE
3,120202,Charging Cradles,1202,charging-cradles-wearables,"Charging docks and cradles for smartwatches and fitness trackers. Bedside and travel charging solutions.","Charging Cradles | Watch Chargers","Shop charging cradles. Watch charging docks. Bedside and travel chargers.",TRUE
1,13,Power Energy & Electrical Systems,,power-energy-electrical-systems,"Power backup, renewable energy, and battery solutions. UPS systems, solar panels, and energy storage.","Power & Energy | UPS & Solar","Shop power solutions. UPS backup, solar panels, batteries. Reliable power.",TRUE
2,1301,Power Backup,13,power-backup,"Uninterruptible power supplies and inverters for continuous power during outages. Protect equipment and stay connected.","UPS Systems | Power Backup","Shop UPS systems. Power backup, surge protection. Stay powered during outages.",TRUE
3,130101,UPS Systems,1301,ups-systems,"UPS battery backup systems for computers, networking, and sensitive equipment. Various VA ratings and runtimes.","UPS Systems | Battery Backup","Shop UPS systems. Battery backup, surge protection. All VA ratings available.",TRUE
3,130102,Inverters,1301,inverters,"Power inverters converting DC to AC power. Pure sine wave and modified sine wave for various applications.","Power Inverters | DC to AC","Shop inverters. Pure sine wave, modified. DC to AC power conversion.",TRUE
2,1302,Renewable Energy,13,renewable-energy,"Solar panels, solar inverters, and charge controllers for renewable energy systems. Off-grid and grid-tied solutions.","Solar Energy | Panels & Inverters","Shop solar energy. Solar panels, inverters. Renewable power solutions.",TRUE
3,130201,Solar Panels,1302,solar-panels,"Monocrystalline and polycrystalline solar panels for home and portable use. Various wattages for any project.","Solar Panels | PV Panels","Shop solar panels. Monocrystalline, polycrystalline. Home and portable options.",TRUE
3,130202,Solar Inverters,1302,solar-inverters,"Grid-tied and hybrid solar inverters for solar power systems. Convert DC solar power to usable AC electricity.","Solar Inverters | PV Inverters","Shop solar inverters. Grid-tied, hybrid, off-grid. Solar power conversion.",TRUE
3,130203,Charge Controllers,1302,charge-controllers,"MPPT and PWM solar charge controllers for battery charging. Maximize solar panel efficiency and battery life.","Charge Controllers | Solar Controllers","Shop charge controllers. MPPT, PWM. Optimize solar battery charging.",TRUE
2,1303,Batteries,13,batteries,"Rechargeable batteries for various applications. Lithium, lead-acid, and specialty batteries for power storage.","Batteries | Rechargeable Power","Shop batteries. Lithium, lead-acid. Rechargeable power storage.",TRUE
3,130301,Lithium Batteries,1303,lithium-batteries,"Lithium-ion and LiFePO4 batteries for solar, RV, and backup power. High energy density and long cycle life.","Lithium Batteries | LiFePO4","Shop lithium batteries. Li-ion, LiFePO4. Solar and backup power storage.",TRUE
3,130302,Lead-Acid Batteries,1303,lead-acid-batteries,"Deep cycle lead-acid and AGM batteries for UPS, solar, and automotive applications. Reliable energy storage.","Lead-Acid Batteries | AGM Deep Cycle","Shop lead-acid batteries. Deep cycle, AGM. UPS and solar storage.",TRUE
1,14,Office Electronics & Equipment,,office-electronics-equipment,"Office technology including printers, scanners, shredders, and point-of-sale systems. Equip your business.","Office Electronics | Printers & Equipment","Shop office electronics. Printers, scanners, shredders. Business essentials.",TRUE
2,1401,Printing & Imaging,14,printing-imaging,"Printers and scanners for home and office. Inkjet, laser, and multifunction devices for every printing need.","Printers & Scanners | Office Printing","Shop printers and scanners. Inkjet, laser. Home and office printing.",TRUE
3,140101,Inkjet Printers,1401,inkjet-printers,"Inkjet printers for photos and documents. Tank systems and cartridge-based options for various print volumes.","Inkjet Printers | Photo Printers","Shop inkjet printers. Photo quality, tank systems. Home and office printing.",TRUE
3,140102,Laser Printers,1401,laser-printers,"Fast laser printers for high-volume office printing. Monochrome and color options with low cost per page.","Laser Printers | Office Printers","Shop laser printers. Fast, efficient. High-volume office printing.",TRUE
3,140103,Scanners,1401,scanners,"Flatbed, document, and portable scanners for digitizing documents and photos. OCR and cloud integration.","Scanners | Document Scanners","Shop scanners. Flatbed, document feed. Digitize and organize.",TRUE
2,1402,Office Devices,14,office-devices,"Essential office equipment including shredders, laminators, and point-of-sale systems.","Office Devices | Business Equipment","Shop office devices. Shredders, laminators, POS. Business essentials.",TRUE
3,140201,Shredders,1402,shredders,"Paper shredders for secure document destruction. Cross-cut and micro-cut options for various security levels.","Paper Shredders | Document Destruction","Shop shredders. Cross-cut, micro-cut. Secure document disposal.",TRUE
3,140202,Laminators,1402,laminators,"Document laminators for protecting and preserving important papers. Pouch and roll laminators available.","Laminators | Document Protection","Shop laminators. Protect documents, photos. Pouch and roll options.",TRUE
3,140203,POS Systems,1402,pos-systems,"Point-of-sale systems for retail and hospitality. Complete solutions with hardware and software integration.","POS Systems | Point of Sale","Shop POS systems. Retail, hospitality. Complete point of sale solutions.",TRUE
1,15,Home Appliances Electronics-Driven,,home-appliances-electronics-driven,"Electronics-powered home appliances for kitchen and climate control. Smart and connected home solutions.","Home Appliances | Kitchen & Climate","Shop home appliances. Kitchen electronics, air conditioners. Smart home living.",TRUE
2,1501,Kitchen Appliances,15,kitchen-appliances,"Electronic kitchen appliances for modern cooking. Microwaves, air fryers, blenders, and smart cooking devices.","Kitchen Appliances | Cooking Electronics","Shop kitchen appliances. Microwaves, air fryers. Modern cooking convenience.",TRUE
3,150101,Microwaves,1501,microwaves,"Countertop and over-the-range microwaves. Convection, inverter, and smart features for versatile cooking.","Microwaves | Microwave Ovens","Shop microwaves. Countertop, convection. Quick and convenient cooking.",TRUE
3,150102,Electric Ovens,1501,electric-ovens,"Countertop electric ovens and toaster ovens. Convection cooking with multiple functions in compact designs.","Electric Ovens | Toaster Ovens","Shop electric ovens. Countertop, convection. Versatile compact cooking.",TRUE
3,150103,Blenders,1501,blenders,"High-performance blenders for smoothies, soups, and food processing. Personal and full-size options.","Blenders | Smoothie Makers","Shop blenders. Smoothies, soups, processing. Personal and full-size.",TRUE
